Sample	Protists_1k	Human	Bacteria_24k	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	nt	Ecoli	Contamnts_Adaptrs	Multiple Genomes	No hits
Sgr-AMvi_058-Ex1-cssl.clmp.fp2_r2_screen	58041.0	7597.0	3228.0	2487.0	988.0	1226.0	437.0	171.0	11.0	nan	0.0	0.0	2605181.0	2807765.0
Sgr-AMvi_059-Ex1-cssl.clmp.fp2_r1_screen	3304.0	536.0	760.0	126.0	51.0	70.0	20.0	10.0	1.0	nan	0.0	0.0	638429.0	122808.0
Sgr-AMvi_059-Ex1-cssl.clmp.fp2_r2_screen	3377.0	561.0	791.0	137.0	48.0	62.0	14.0	10.0	0.0	nan	0.0	0.0	637771.0	123344.0
Sgr-AMvi_060-Ex1-cssl.clmp.fp2_r1_screen	1137.0	149.0	183.0	54.0	25.0	27.0	6.0	3.0	0.0	nan	0.0	0.0	180267.0	45747.0
Sgr-AMvi_060-Ex1-cssl.clmp.fp2_r2_screen	1152.0	141.0	183.0	58.0	20.0	21.0	6.0	4.0	0.0	nan	0.0	0.0	186184.0	39829.0
Sgr-AMvi_061-Ex1-cssl.clmp.fp2_r1_screen	67973.0	6451.0	1803.0	2945.0	1347.0	1360.0	401.0	228.0	13.0	nan	0.0	0.0	4733576.0	3025154.0
Sgr-AMvi_061-Ex1-cssl.clmp.fp2_r2_screen	70652.0	6365.0	1745.0	2872.0	1298.0	1338.0	405.0	206.0	15.0	nan	0.0	0.0	4723360.0	3032995.0
Sgr-AMvi_062-Ex1-cssl.clmp.fp2_r1_screen	72400.0	10420.0	2674.0	2984.0	1213.0	1565.0	488.0	270.0	36.0	nan	0.0	0.0	6967692.0	2284720.0
Sgr-AMvi_062-Ex1-cssl.clmp.fp2_r2_screen	77997.0	10269.0	2572.0	2995.0	1127.0	1513.0	406.0	198.0	11.0	nan	0.0	0.0	6948637.0	2298737.0
Sgr-AMvi_063-Ex1-cssl.clmp.fp2_r1_screen	12886.0	985.0	364.0	521.0	210.0	283.0	61.0	42.0	7.0	nan	0.0	0.0	2279785.0	413309.0
Sgr-AMvi_063-Ex1-cssl.clmp.fp2_r2_screen	14325.0	1013.0	339.0	511.0	223.0	236.0	67.0	28.0	5.0	nan	0.0	0.0	2275146.0	416560.0
Sgr-AMvi_064-Ex1-cssl.clmp.fp2_r1_screen	1560.0	224.0	167.0	63.0	23.0	38.0	9.0	8.0	2.0	nan	0.0	0.0	202474.0	68371.0
Sgr-AMvi_064-Ex1-cssl.clmp.fp2_r2_screen	1443.0	202.0	175.0	59.0	32.0	37.0	21.0	10.0	0.0	nan	0.0	0.0	206847.0	64113.0
Sgr-AMvi_065-Ex1-cssl.clmp.fp2_r1_screen	6005.0	751.0	1096.0	213.0	93.0	128.0	40.0	25.0	1.0	nan	0.0	0.0	1088542.0	182879.0
Sgr-AMvi_065-Ex1-cssl.clmp.fp2_r2_screen	6523.0	782.0	1104.0	241.0	93.0	135.0	35.0	19.0	3.0	nan	0.0	0.0	1086807.0	184031.0
Sgr-AMvi_066-Ex1-cssl.clmp.fp2_r1_screen	103487.0	18898.0	22066.0	5612.0	2542.0	2213.0	1062.0	432.0	12.0	nan	0.0	0.0	4513467.0	7051570.0
Sgr-AMvi_066-Ex1-cssl.clmp.fp2_r2_screen	105920.0	18817.0	21961.0	5401.0	2491.0	2276.0	1071.0	457.0	11.0	nan	0.0	0.0	4512558.0	7050398.0
Sgr-AMvi_067-Ex1-cssl.clmp.fp2_r1_screen	37105.0	5120.0	5053.0	1833.0	808.0	799.0	305.0	156.0	5.0	nan	0.0	0.0	1597474.0	2154474.0
Sgr-AMvi_067-Ex1-cssl.clmp.fp2_r2_screen	38386.0	5205.0	5045.0	1779.0	745.0	762.0	259.0	130.0	4.0	nan	0.0	0.0	1592540.0	2158277.0
Sgr-AMvi_068-Ex1-cssl.clmp.fp2_r1_screen	52799.0	8842.0	4585.0	2440.0	1159.0	1038.0	346.0	191.0	34.0	nan	0.0	0.0	2980714.0	2280046.0
Sgr-AMvi_068-Ex1-cssl.clmp.fp2_r2_screen	54791.0	8651.0	4543.0	2309.0	1148.0	951.0	352.0	161.0	13.0	nan	0.0	0.0	2972297.0	2286978.0
Sgr-AMvi_069-Ex1-cssl.clmp.fp2_r1_screen	3403.0	595.0	794.0	162.0	62.0	80.0	26.0	19.0	4.0	nan	0.0	0.0	618313.0	124631.0
Sgr-AMvi_069-Ex1-cssl.clmp.fp2_r2_screen	3556.0	631.0	789.0	151.0	52.0	84.0	23.0	14.0	1.0	nan	0.0	0.0	617334.0	125454.0
Sgr-AMvi_070-Ex1-cssl.clmp.fp2_r1_screen	3170.0	918.0	804.0	122.0	43.0	75.0	19.0	13.0	0.0	nan	0.0	0.0	792871.0	118824.0
Sgr-AMvi_070-Ex1-cssl.clmp.fp2_r2_screen	3376.0	922.0	779.0	159.0	53.0	70.0	20.0	19.0	1.0	nan	0.0	0.0	791810.0	119650.0
Sgr-AMvi_071-Ex1-cssl.clmp.fp2_r1_screen	2560.0	432.0	998.0	123.0	48.0	54.0	29.0	17.0	3.0	nan	0.0	0.0	793305.0	102012.0
Sgr-AMvi_071-Ex1-cssl.clmp.fp2_r2_screen	2612.0	454.0	989.0	131.0	57.0	52.0	25.0	17.0	1.0	nan	0.0	0.0	792601.0	102642.0
Sgr-AMvi_072-Ex1-cssl.clmp.fp2_r1_screen	1427.0	182.0	257.0	59.0	26.0	36.0	12.0	6.0	3.0	nan	0.0	0.0	448761.0	52658.0
Sgr-AMvi_072-Ex1-cssl.clmp.fp2_r2_screen	1471.0	189.0	239.0	55.0	27.0	42.0	8.0	6.0	0.0	nan	0.0	0.0	448380.0	53010.0
Sgr-AMvi_073-Ex1-cssl.clmp.fp2_r1_screen	2592.0	403.0	291.0	138.0	36.0	48.0	24.0	9.0	4.0	nan	0.0	0.0	964842.0	84779.0
Sgr-AMvi_073-Ex1-cssl.clmp.fp2_r2_screen	2958.0	429.0	292.0	116.0	44.0	59.0	17.0	15.0	2.0	nan	0.0	0.0	963507.0	85727.0
Sgr-AMvi_074-Ex1-cssl.clmp.fp2_r1_screen	42220.0	3292.0	763.0	1600.0	749.0	841.0	219.0	130.0	12.0	nan	0.0	0.0	4144987.0	1440346.0
Sgr-AMvi_074-Ex1-cssl.clmp.fp2_r2_screen	44451.0	3301.0	751.0	1741.0	712.0	854.0	239.0	91.0	7.0	nan	0.0	0.0	4135904.0	1447108.0
Sgr-AMvi_075-Ex1-cssl.clmp.fp2_r1_screen	2486.0	230.0	152.0	102.0	64.0	58.0	19.0	19.0	1.0	nan	0.0	0.0	836795.0	85918.0
Sgr-AMvi_075-Ex1-cssl.clmp.fp2_r2_screen	2776.0	272.0	155.0	101.0	47.0	50.0	29.0	10.0	0.0	nan	0.0	0.0	835097.0	87307.0
Sgr-AMvi_076-Ex1-cssl.clmp.fp2_r1_screen	2934.0	291.0	143.0	153.0	64.0	61.0	18.0	8.0	0.0	nan	0.0	0.0	192486.0	136933.0
Sgr-AMvi_076-Ex1-cssl.clmp.fp2_r2_screen	3056.0	294.0	138.0	131.0	44.0	65.0	17.0	11.0	0.0	nan	0.0	0.0	197232.0	132103.0
Sgr-AMvi_077-Ex1-cssl.clmp.fp2_r1_screen	51397.0	5187.0	2963.0	2460.0	1122.0	1049.0	455.0	191.0	3.0	nan	0.0	0.0	2072659.0	2636884.0
Sgr-AMvi_077-Ex1-cssl.clmp.fp2_r2_screen	52904.0	5190.0	2935.0	2450.0	1071.0	1020.0	416.0	172.0	2.0	nan	0.0	0.0	2067506.0	2640704.0
Sgr-AMvi_078-Ex1-cssl.clmp.fp2_r1_screen	2137.0	492.0	1491.0	97.0	50.0	42.0	18.0	15.0	0.0	nan	0.0	0.0	565359.0	93822.0
Sgr-AMvi_078-Ex1-cssl.clmp.fp2_r2_screen	2246.0	509.0	1493.0	111.0	49.0	47.0	18.0	10.0	2.0	nan	0.0	0.0	564553.0	94485.0
Sgr-AMvi_079-Ex1-cssl.clmp.fp2_r1_screen	95687.0	14125.0	9649.0	5414.0	2245.0	2136.0	1041.0	404.0	35.0	nan	0.0	0.0	2849790.0	7329143.0
Sgr-AMvi_079-Ex1-cssl.clmp.fp2_r2_screen	97215.0	14305.0	9772.0	5406.0	2161.0	2159.0	1061.0	356.0	7.0	nan	0.0	0.0	2841898.0	7335329.0
Sgr-AMvi_080-Ex1-cssl.clmp.fp2_r1_screen	47342.0	6728.0	3519.0	2722.0	1213.0	1151.0	542.0	217.0	48.0	nan	0.0	0.0	1285061.0	4043472.0
Sgr-AMvi_080-Ex1-cssl.clmp.fp2_r2_screen	48023.0	6560.0	3519.0	2799.0	1156.0	1081.0	559.0	194.0	13.0	nan	0.0	0.0	1281404.0	4046707.0
Sgr-AMvi_081-Ex1-cssl.clmp.fp2_r1_screen	61300.0	8570.0	2650.0	3860.0	1670.0	1427.0	883.0	277.0	93.0	nan	0.0	0.0	1995440.0	5601973.0
Sgr-AMvi_081-Ex1-cssl.clmp.fp2_r2_screen	63048.0	8307.0	2647.0	3769.0	1703.0	1431.0	881.0	279.0	14.0	nan	0.0	0.0	1991020.0	5605044.0
Sgr-AMvi_082-Ex1-cssl.clmp.fp2_r1_screen	8567.0	1069.0	693.0	383.0	149.0	175.0	49.0	38.0	2.0	nan	0.0	0.0	736337.0	436167.0
Sgr-AMvi_082-Ex1-cssl.clmp.fp2_r2_screen	9196.0	1091.0	707.0	393.0	154.0	180.0	58.0	32.0	2.0	nan	0.0	0.0	734939.0	436877.0
Sgr-AMvi_083-Ex1-cssl.clmp.fp2_r1_screen	1616.0	259.0	638.0	63.0	27.0	29.0	14.0	8.0	1.0	nan	0.0	0.0	569543.0	52949.0
Sgr-AMvi_083-Ex1-cssl.clmp.fp2_r2_screen	1556.0	252.0	638.0	72.0	18.0	46.0	14.0	2.0	1.0	nan	0.0	0.0	569098.0	53450.0
Sgr-AMvi_084-Ex1-cssl.clmp.fp2_r1_screen	6930.0	709.0	270.0	398.0	170.0	182.0	59.0	33.0	0.0	nan	0.0	0.0	434427.0	541224.0
Sgr-AMvi_084-Ex1-cssl.clmp.fp2_r2_screen	7051.0	727.0	284.0	421.0	182.0	188.0	80.0	51.0	1.0	nan	0.0	0.0	433800.0	541617.0
Sgr-AMvi_085-Ex1-cssl.clmp.fp2_r1_screen	29790.0	2188.0	371.0	1273.0	540.0	604.0	199.0	83.0	2.0	nan	0.0	0.0	1862249.0	1396050.0
Sgr-AMvi_085-Ex1-cssl.clmp.fp2_r2_screen	31098.0	2244.0	368.0	1318.0	557.0	659.0	216.0	87.0	3.0	nan	0.0	0.0	1858444.0	1398355.0
Sgr-AMvi_086-Ex1-cssl.clmp.fp2_r1_screen	614.0	70.0	35.0	25.0	10.0	20.0	2.0	7.0	0.0	nan	0.0	0.0	283679.0	12626.0
Sgr-AMvi_086-Ex1-cssl.clmp.fp2_r2_screen	675.0	75.0	32.0	23.0	6.0	11.0	2.0	2.0	0.0	nan	0.0	0.0	283339.0	12923.0
Sgr-AMvi_087-Ex1-cssl.clmp.fp2_r1_screen	501.0	50.0	29.0	28.0	9.0	19.0	1.0	2.0	0.0	nan	0.0	0.0	217533.0	13629.0
Sgr-AMvi_087-Ex1-cssl.clmp.fp2_r2_screen	630.0	41.0	25.0	26.0	12.0	11.0	1.0	0.0	0.0	nan	0.0	0.0	217101.0	13954.0
Sgr-AMvi_088-Ex1-cssl.clmp.fp2_r1_screen	434.0	46.0	31.0	21.0	6.0	8.0	1.0	1.0	0.0	nan	0.0	0.0	100055.0	15365.0
Sgr-AMvi_088-Ex1-cssl.clmp.fp2_r2_screen	460.0	40.0	29.0	12.0	3.0	6.0	3.0	2.0	0.0	nan	0.0	0.0	99967.0	15446.0
Sgr-AMvi_089-Ex1-cssl.clmp.fp2_r1_screen	4201.0	355.0	169.0	193.0	77.0	84.0	25.0	12.0	0.0	nan	0.0	0.0	273190.0	202776.0
Sgr-AMvi_089-Ex1-cssl.clmp.fp2_r2_screen	4422.0	358.0	185.0	186.0	64.0	98.0	22.0	13.0	2.0	nan	0.0	0.0	272668.0	203064.0
Sgr-AMvi_090-Ex1-cssl.clmp.fp2_r1_screen	709.0	104.0	291.0	28.0	12.0	14.0	3.0	2.0	0.0	nan	0.0	0.0	160515.0	25752.0
Sgr-AMvi_090-Ex1-cssl.clmp.fp2_r2_screen	749.0	100.0	311.0	25.0	7.0	16.0	2.0	2.0	0.0	nan	0.0	0.0	160316.0	25902.0
Sgr-AMvi_091-Ex1-cssl.clmp.fp2_r1_screen	3417.0	283.0	182.0	156.0	69.0	71.0	23.0	11.0	0.0	nan	0.0	0.0	192774.0	147636.0
Sgr-AMvi_091-Ex1-cssl.clmp.fp2_r2_screen	3523.0	267.0	182.0	145.0	50.0	84.0	7.0	15.0	0.0	nan	0.0	0.0	192265.0	148084.0
Sgr-AMvi_092-Ex1-cssl.clmp.fp2_r1_screen	291.0	75.0	67.0	17.0	3.0	11.0	2.0	3.0	0.0	nan	0.0	0.0	112519.0	9134.0
Sgr-AMvi_092-Ex1-cssl.clmp.fp2_r2_screen	342.0	73.0	74.0	15.0	5.0	6.0	3.0	4.0	0.0	nan	0.0	0.0	112319.0	9281.0
Sgr-AMvi_093-Ex1-cssl.clmp.fp2_r1_screen	276.0	69.0	103.0	19.0	7.0	10.0	3.0	2.0	0.0	nan	0.0	0.0	102828.0	9008.0
Sgr-AMvi_093-Ex1-cssl.clmp.fp2_r2_screen	280.0	70.0	96.0	9.0	5.0	3.0	3.0	3.0	0.0	nan	0.0	0.0	102691.0	9165.0
Sgr-AMvi_094-Ex1-cssl.clmp.fp2_r1_screen	2038.0	227.0	136.0	89.0	47.0	39.0	9.0	6.0	0.0	nan	0.0	0.0	114122.0	104627.0
Sgr-AMvi_094-Ex1-cssl.clmp.fp2_r2_screen	2097.0	239.0	128.0	85.0	37.0	45.0	7.0	3.0	0.0	nan	0.0	0.0	116595.0	102104.0
Sgr-AMvi_095-Ex1-cssl.clmp.fp2_r1_screen	366.0	67.0	123.0	21.0	1.0	4.0	2.0	0.0	0.0	nan	0.0	0.0	89401.0	10534.0
Sgr-AMvi_095-Ex1-cssl.clmp.fp2_r2_screen	318.0	53.0	127.0	13.0	4.0	4.0	3.0	4.0	0.0	nan	0.0	0.0	91399.0	8594.0
Sgr-AMvi_096-Ex1-cssl.clmp.fp2_r1_screen	617.0	57.0	40.0	25.0	7.0	15.0	6.0	2.0	0.0	nan	0.0	0.0	104607.0	30821.0
Sgr-AMvi_096-Ex1-cssl.clmp.fp2_r2_screen	668.0	53.0	41.0	37.0	8.0	12.0	7.0	2.0	0.0	nan	0.0	0.0	104453.0	30916.0
Sgr-APal_002-Ex1-cssl.clmp.fp2_r1_screen	14661.0	1941.0	4537.0	774.0	291.0	332.0	144.0	406.0	7.0	nan	0.0	0.0	1047695.0	931059.0
Sgr-APal_002-Ex1-cssl.clmp.fp2_r2_screen	15102.0	1938.0	4459.0	760.0	298.0	316.0	128.0	416.0	4.0	nan	0.0	0.0	1045165.0	933261.0
Sgr-APal_003-Ex1-cssl.clmp.fp2_r1_screen	5959.0	1707.0	2932.0	282.0	143.0	107.0	49.0	24.0	2.0	nan	0.0	0.0	802711.0	362602.0
Sgr-APal_003-Ex1-cssl.clmp.fp2_r2_screen	6304.0	1700.0	2857.0	328.0	131.0	118.0	48.0	35.0	1.0	nan	0.0	0.0	800982.0	364014.0
Sgr-APal_004-Ex1-cssl.clmp.fp2_r1_screen	10785.0	2048.0	3605.0	595.0	232.0	231.0	82.0	82.0	8.0	nan	0.0	0.0	1151407.0	791473.0
Sgr-APal_004-Ex1-cssl.clmp.fp2_r2_screen	11435.0	2041.0	3595.0	557.0	212.0	248.0	90.0	58.0	4.0	nan	0.0	0.0	1148679.0	793629.0
Sgr-APal_007-Ex1-cssl.clmp.fp2_r1_screen	25339.0	2802.0	3688.0	1413.0	469.0	596.0	248.0	143.0	5.0	nan	0.0	0.0	1626601.0	1598711.0
Sgr-APal_007-Ex1-cssl.clmp.fp2_r2_screen	26377.0	2760.0	3676.0	1294.0	493.0	560.0	279.0	141.0	2.0	nan	0.0	0.0	1623114.0	1601319.0
Sgr-APal_008-Ex1-cssl.clmp.fp2_r1_screen	17280.0	2043.0	3199.0	1019.0	359.0	400.0	195.0	114.0	9.0	nan	0.0	0.0	924950.0	1165753.0
Sgr-APal_008-Ex1-cssl.clmp.fp2_r2_screen	17787.0	2093.0	3095.0	938.0	349.0	397.0	191.0	107.0	6.0	nan	0.0	0.0	922701.0	1167657.0
Sgr-APal_009-Ex1-cssl.clmp.fp2_r1_screen	6323.0	1105.0	2621.0	344.0	130.0	142.0	51.0	31.0	1.0	nan	0.0	0.0	994563.0	339046.0
Sgr-APal_009-Ex1-cssl.clmp.fp2_r2_screen	6579.0	1088.0	2656.0	317.0	112.0	142.0	41.0	24.0	4.0	nan	0.0	0.0	993003.0	340391.0
Sgr-APal_010-Ex1-cssl.clmp.fp2_r1_screen	82277.0	7699.0	16469.0	4474.0	1673.0	1781.0	843.0	354.0	16.0	nan	0.0	0.0	4292592.0	5246174.0
Sgr-APal_010-Ex1-cssl.clmp.fp2_r2_screen	84707.0	7831.0	16034.0	4354.0	1619.0	1748.0	867.0	379.0	16.0	nan	0.0	0.0	4283865.0	5252932.0
Sgr-APal_011-Ex1-cssl.clmp.fp2_r1_screen	5610.0	1856.0	3683.0	301.0	85.0	106.0	37.0	41.0	4.0	nan	0.0	0.0	1151181.0	277402.0
Sgr-APal_011-Ex1-cssl.clmp.fp2_r2_screen	6243.0	1831.0	3692.0	343.0	105.0	110.0	35.0	39.0	1.0	nan	0.0	0.0	1148920.0	278987.0
Sgr-APal_013-Ex1-cssl.clmp.fp2_r1_screen	12170.0	902.0	1621.0	604.0	225.0	264.0	109.0	68.0	2.0	nan	0.0	0.0	1014424.0	725256.0
Sgr-APal_013-Ex1-cssl.clmp.fp2_r2_screen	12263.0	856.0	1576.0	635.0	241.0	306.0	119.0	66.0	4.0	nan	0.0	0.0	1012742.0	726837.0
Sgr-APal_014-Ex1-cssl.clmp.fp2_r1_screen	34534.0	2344.0	4774.0	1636.0	575.0	689.0	282.0	265.0	11.0	nan	0.0	0.0	2379019.0	2096812.0
Sgr-APal_014-Ex1-cssl.clmp.fp2_r2_screen	35494.0	2334.0	4788.0	1584.0	605.0	682.0	272.0	238.0	9.0	nan	0.0	0.0	2375410.0	2099525.0
Sgr-APal_015-Ex1-cssl.clmp.fp2_r1_screen	4770.0	324.0	435.0	217.0	95.0	111.0	29.0	16.0	1.0	nan	0.0	0.0	678310.0	229930.0
Sgr-APal_015-Ex1-cssl.clmp.fp2_r2_screen	4886.0	380.0	467.0	228.0	70.0	77.0	33.0	26.0	2.0	nan	0.0	0.0	677224.0	230845.0
Sgr-APal_016-Ex1-cssl.clmp.fp2_r1_screen	3875.0	246.0	476.0	194.0	65.0	75.0	23.0	11.0	1.0	nan	0.0	0.0	283270.0	234783.0
Sgr-APal_016-Ex1-cssl.clmp.fp2_r2_screen	4179.0	286.0	488.0	178.0	81.0	78.0	26.0	8.0	0.0	nan	0.0	0.0	282598.0	235097.0
Sgr-APal_017-Ex1-cssl.clmp.fp2_r1_screen	15765.0	1915.0	4201.0	749.0	272.0	315.0	134.0	82.0	8.0	nan	0.0	0.0	1420113.0	853270.0
Sgr-APal_017-Ex1-cssl.clmp.fp2_r2_screen	16304.0	1878.0	4146.0	726.0	282.0	308.0	132.0	56.0	2.0	nan	0.0	0.0	1417194.0	855796.0
Sgr-APal_018-Ex1-cssl.clmp.fp2_r1_screen	19739.0	2566.0	8250.0	1109.0	391.0	421.0	188.0	91.0	3.0	nan	0.0	0.0	1972606.0	1113397.0
Sgr-APal_018-Ex1-cssl.clmp.fp2_r2_screen	20670.0	2599.0	8183.0	1068.0	399.0	424.0	184.0	102.0	5.0	nan	0.0	0.0	1968923.0	1116204.0
Sgr-APal_019-Ex1-cssl.clmp.fp2_r1_screen	4108.0	1997.0	3439.0	247.0	85.0	100.0	33.0	34.0	2.0	nan	0.0	0.0	1110002.0	192559.0
Sgr-APal_019-Ex1-cssl.clmp.fp2_r2_screen	4669.0	2071.0	3450.0	203.0	96.0	77.0	35.0	23.0	2.0	nan	0.0	0.0	1107190.0	194790.0
Sgr-APal_020-Ex1-cssl.clmp.fp2_r1_screen	53386.0	5395.0	4529.0	2360.0	981.0	1246.0	390.0	199.0	7.0	nan	0.0	0.0	2950569.0	2404077.0
Sgr-APal_020-Ex1-cssl.clmp.fp2_r2_screen	55379.0	5220.0	4614.0	2335.0	956.0	1182.0	338.0	145.0	10.0	nan	0.0	0.0	2941833.0	2411127.0
Sgr-APal_021-Ex1-cssl.clmp.fp2_r1_screen	2940.0	279.0	248.0	142.0	49.0	73.0	24.0	13.0	4.0	nan	0.0	0.0	582742.0	145073.0
Sgr-APal_021-Ex1-cssl.clmp.fp2_r2_screen	3242.0	257.0	237.0	157.0	55.0	77.0	25.0	17.0	0.0	nan	0.0	0.0	581642.0	145878.0
Sgr-APal_022-Ex1-cssl.clmp.fp2_r1_screen	147310.0	10797.0	2889.0	7528.0	2783.0	3684.0	1294.0	491.0	19.0	nan	0.0	0.0	6605168.0	8877151.0
Sgr-APal_022-Ex1-cssl.clmp.fp2_r2_screen	149731.0	10934.0	2875.0	7369.0	2845.0	3520.0	1270.0	472.0	26.0	nan	0.0	0.0	6593525.0	8886547.0
Sgr-APal_023-Ex1-cssl.clmp.fp2_r1_screen	52248.0	7030.0	11392.0	2489.0	804.0	1094.0	407.0	228.0	9.0	nan	0.0	0.0	4735829.0	2862361.0
Sgr-APal_023-Ex1-cssl.clmp.fp2_r2_screen	54573.0	7101.0	11312.0	2357.0	783.0	1132.0	361.0	205.0	10.0	nan	0.0	0.0	4729092.0	2866965.0
Sgr-APal_024-Ex1-cssl.clmp.fp2_r1_screen	20488.0	2959.0	1073.0	943.0	408.0	423.0	148.0	70.0	0.0	nan	0.0	0.0	937114.0	1245005.0
Sgr-APal_024-Ex1-cssl.clmp.fp2_r2_screen	20897.0	2898.0	1066.0	961.0	394.0	407.0	164.0	63.0	1.0	nan	0.0	0.0	935450.0	1246330.0
Sgr-APal_025-Ex1-cssl.clmp.fp2_r1_screen	3640.0	927.0	2155.0	180.0	60.0	64.0	15.0	16.0	6.0	nan	0.0	0.0	808895.0	163936.0
Sgr-APal_025-Ex1-cssl.clmp.fp2_r2_screen	3919.0	964.0	2116.0	182.0	72.0	56.0	41.0	20.0	2.0	nan	0.0	0.0	807410.0	165112.0
Sgr-APal_026-Ex1-cssl.clmp.fp2_r1_screen	14389.0	2121.0	4927.0	778.0	319.0	285.0	134.0	81.0	3.0	nan	0.0	0.0	1310485.0	912977.0
Sgr-APal_026-Ex1-cssl.clmp.fp2_r2_screen	14890.0	2033.0	4949.0	754.0	279.0	310.0	118.0	86.0	2.0	nan	0.0	0.0	1307630.0	915448.0
Sgr-APal_027-Ex1-cssl.clmp.fp2_r1_screen	3275.0	1717.0	2949.0	170.0	63.0	68.0	21.0	32.0	1.0	nan	0.0	0.0	864053.0	166904.0
Sgr-APal_027-Ex1-cssl.clmp.fp2_r2_screen	3704.0	1762.0	2901.0	179.0	54.0	76.0	21.0	21.0	0.0	nan	0.0	0.0	862177.0	168358.0
Sgr-APal_028-Ex1-cssl.clmp.fp2_r1_screen	19285.0	2853.0	4970.0	1125.0	374.0	412.0	203.0	102.0	3.0	nan	0.0	0.0	1743509.0	1487251.0
Sgr-APal_028-Ex1-cssl.clmp.fp2_r2_screen	20729.0	2816.0	4917.0	1010.0	367.0	447.0	188.0	86.0	5.0	nan	0.0	0.0	1739011.0	1490511.0
Sgr-APal_029-Ex1-cssl.clmp.fp2_r1_screen	19188.0	1490.0	6711.0	1037.0	380.0	419.0	184.0	97.0	3.0	nan	0.0	0.0	1605891.0	1393117.0
Sgr-APal_029-Ex1-cssl.clmp.fp2_r2_screen	20306.0	1448.0	6499.0	1039.0	373.0	427.0	165.0	83.0	5.0	nan	0.0	0.0	1602935.0	1395237.0
Sgr-APal_030-Ex1-cssl.clmp.fp2_r1_screen	239969.0	18309.0	11602.0	13096.0	5065.0	5587.0	2376.0	1220.0	36.0	nan	0.0	0.0	8091961.0	15927359.0
Sgr-APal_030-Ex1-cssl.clmp.fp2_r2_screen	242520.0	18333.0	11521.0	12856.0	4978.0	5797.0	2253.0	1201.0	44.0	nan	0.0	0.0	8079991.0	15937086.0
Sgr-APal_031-Ex1-cssl.clmp.fp2_r1_screen	2185.0	258.0	216.0	90.0	40.0	54.0	18.0	9.0	0.0	nan	0.0	0.0	447036.0	114947.0
Sgr-APal_031-Ex1-cssl.clmp.fp2_r2_screen	2393.0	221.0	216.0	117.0	37.0	25.0	18.0	7.0	0.0	nan	0.0	0.0	446364.0	115455.0
Sgr-APal_032-Ex1-cssl.clmp.fp2_r1_screen	6747.0	616.0	703.0	360.0	111.0	152.0	59.0	29.0	0.0	nan	0.0	0.0	417443.0	463591.0
Sgr-APal_032-Ex1-cssl.clmp.fp2_r2_screen	6911.0	664.0	686.0	326.0	117.0	127.0	47.0	18.0	2.0	nan	0.0	0.0	416432.0	464481.0
Sgr-APal_033-Ex1-cssl.clmp.fp2_r1_screen	5431.0	1106.0	2752.0	284.0	116.0	113.0	58.0	39.0	4.0	nan	0.0	0.0	1153222.0	258614.0
Sgr-APal_033-Ex1-cssl.clmp.fp2_r2_screen	5696.0	1117.0	2694.0	247.0	115.0	99.0	50.0	26.0	1.0	nan	0.0	0.0	1151658.0	260036.0
Sgr-APal_034-Ex1-cssl.clmp.fp2_r1_screen	7211.0	1493.0	2630.0	359.0	171.0	178.0	57.0	36.0	2.0	nan	0.0	0.0	1173724.0	347447.0
Sgr-APal_034-Ex1-cssl.clmp.fp2_r2_screen	7829.0	1460.0	2656.0	395.0	137.0	153.0	66.0	34.0	2.0	nan	0.0	0.0	1171289.0	349287.0
Sgr-APal_035-Ex1-cssl.clmp.fp2_r1_screen	3740.0	1737.0	3312.0	220.0	79.0	87.0	27.0	32.0	6.0	nan	0.0	0.0	1165305.0	168713.0
Sgr-APal_035-Ex1-cssl.clmp.fp2_r2_screen	4259.0	1797.0	3269.0	230.0	77.0	70.0	18.0	17.0	2.0	nan	0.0	0.0	1162926.0	170593.0
Sgr-APal_037-Ex1-cssl.clmp.fp2_r1_screen	125161.0	9562.0	8035.0	8021.0	2777.0	2748.0	1357.0	572.0	68.0	nan	0.0	0.0	4807413.0	10068235.0
Sgr-APal_037-Ex1-cssl.clmp.fp2_r2_screen	128625.0	9687.0	7992.0	8052.0	2782.0	2724.0	1361.0	568.0	24.0	nan	0.0	0.0	4799389.0	10072745.0
Sgr-APal_038-Ex1-cssl.clmp.fp2_r1_screen	104952.0	10203.0	7225.0	6353.0	2381.0	2638.0	1185.0	452.0	54.0	nan	0.0	0.0	5303604.0	8776965.0
Sgr-APal_038-Ex1-cssl.clmp.fp2_r2_screen	108472.0	9953.0	7164.0	6304.0	2349.0	2616.0	1194.0	438.0	33.0	nan	0.0	0.0	5296259.0	8781230.0
Sgr-APal_039-Ex1-cssl.clmp.fp2_r1_screen	51552.0	3456.0	5754.0	2815.0	876.0	1116.0	475.0	286.0	20.0	nan	0.0	0.0	3677314.0	2521882.0
Sgr-APal_039-Ex1-cssl.clmp.fp2_r2_screen	54005.0	3522.0	5776.0	2698.0	807.0	1188.0	439.0	282.0	12.0	nan	0.0	0.0	3669296.0	2527521.0
Sgr-APal_044-Ex1-cssl.clmp.fp2_r1_screen	61320.0	6463.0	8872.0	3134.0	1117.0	1335.0	587.0	283.0	70.0	nan	0.0	0.0	4663660.0	4012784.0
