Sample	Protists_1k	Human	Bacteria_24k	Fungi_RefSeq_release	Bird	Coral	Plant	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
AeC01067_CKDL210012719-1a-AK3911-AK10343_HF5TCDSX2_L1_clmp_fp2_r2_screen	11742.0	1621.0	479.0	1360.0	907.0	219.0	180.0	59.0	5.0	0.0	41161.0	3203994.0
AeC01068_CKDL210012719-1a-5UDI245-AK10343_HF5TCDSX2_L1_clmp_fp2_r1_screen	10957.0	1605.0	432.0	1252.0	903.0	161.0	173.0	45.0	1.0	0.0	40712.0	3157505.0
AeC01068_CKDL210012719-1a-5UDI245-AK10343_HF5TCDSX2_L1_clmp_fp2_r2_screen	11189.0	1543.0	439.0	1168.0	819.0	143.0	134.0	53.0	2.0	0.0	40751.0	3157505.0
AeC01069_CKDL210012719-1a-AK8593-AK10343_HF5TCDSX2_L1_clmp_fp2_r1_screen	11938.0	1814.0	719.0	1436.0	1033.0	203.0	139.0	63.0	2.0	0.0	41387.0	3522557.0
AeC01069_CKDL210012719-1a-AK8593-AK10343_HF5TCDSX2_L1_clmp_fp2_r2_screen	12062.0	1736.0	718.0	1412.0	1014.0	220.0	154.0	58.0	1.0	0.0	41717.0	3522199.0
AeC01070_CKDL210012719-1a-5UDI294-AK4236_HF5TCDSX2_L1_clmp_fp2_r1_screen	13127.0	1951.0	553.0	1565.0	1087.0	221.0	192.0	41.0	5.0	1.0	45346.0	3662011.0
AeC01070_CKDL210012719-1a-5UDI294-AK4236_HF5TCDSX2_L1_clmp_fp2_r2_screen	13134.0	1902.0	565.0	1481.0	1006.0	203.0	188.0	68.0	2.0	0.0	45540.0	3662011.0
AeC01071_CKDL210012719-1a-AK9146-AK4236_HF5TCDSX2_L1_clmp_fp2_r1_screen	19886.0	2852.0	763.0	2339.0	1600.0	272.0	325.0	68.0	4.0	0.0	70933.0	5560454.0
AeC01071_CKDL210012719-1a-AK9146-AK4236_HF5TCDSX2_L1_clmp_fp2_r2_screen	19874.0	2951.0	727.0	2418.0	1570.0	302.0	269.0	90.0	6.0	0.0	71401.0	5559888.0
AeC01072_CKDL210012719-1a-AK5577-AK4236_HF5TCDSX2_L1_clmp_fp2_r1_screen	15499.0	2145.0	607.0	1742.0	1251.0	255.0	233.0	78.0	4.0	2.0	61491.0	4020473.0
AeC01072_CKDL210012719-1a-AK5577-AK4236_HF5TCDSX2_L1_clmp_fp2_r2_screen	15909.0	2166.0	620.0	1795.0	1098.0	227.0	222.0	77.0	4.0	0.0	61600.0	4020062.0
AeC01073_CKDL210012719-1a-5UDI301-AK4234_HF5TCDSX2_L1_clmp_fp2_r1_screen	12568.0	1830.0	496.0	1423.0	979.0	200.0	193.0	84.0	7.0	0.0	45663.0	3223717.0
AeC01073_CKDL210012719-1a-5UDI301-AK4234_HF5TCDSX2_L1_clmp_fp2_r2_screen	12852.0	1776.0	487.0	1470.0	936.0	196.0	180.0	82.0	1.0	0.0	45463.0	3223717.0
AeC01074_CKDL210012719-1a-AK7758-AK4234_HF5TCDSX2_L1_clmp_fp2_r1_screen	17026.0	2476.0	936.0	2097.0	1273.0	326.0	259.0	56.0	0.0	0.0	58643.0	4584992.0
AeC01074_CKDL210012719-1a-AK7758-AK4234_HF5TCDSX2_L1_clmp_fp2_r2_screen	17316.0	2388.0	978.0	2121.0	1227.0	273.0	212.0	63.0	0.0	0.0	58514.0	4584992.0
AeC01075_CKDL210012719-1a-AK7078-AK4234_HF5TCDSX2_L1_clmp_fp2_r1_screen	16615.0	2422.0	801.0	1934.0	1374.0	258.0	272.0	74.0	2.0	1.0	56514.0	4532767.0
AeC01075_CKDL210012719-1a-AK7078-AK4234_HF5TCDSX2_L1_clmp_fp2_r2_screen	16674.0	2443.0	762.0	1837.0	1275.0	287.0	242.0	80.0	4.0	0.0	56663.0	4532767.0
AeC01076_CKDL210012719-1a-AK9143-AK4234_HF5TCDSX2_L1_clmp_fp2_r1_screen	13653.0	2066.0	685.0	1701.0	1141.0	209.0	187.0	77.0	0.0	0.0	48467.0	3966441.0
AeC01076_CKDL210012719-1a-AK9143-AK4234_HF5TCDSX2_L1_clmp_fp2_r2_screen	14111.0	2142.0	657.0	1658.0	1089.0	249.0	222.0	60.0	1.0	0.0	48400.0	3966038.0
AeC01077_CKDL210012719-1a-5UDI225-AK4234_HF5TCDSX2_L1_clmp_fp2_r1_screen	13642.0	1927.0	690.0	1640.0	1156.0	236.0	223.0	55.0	4.0	0.0	46485.0	3889496.0
AeC01077_CKDL210012719-1a-5UDI225-AK4234_HF5TCDSX2_L1_clmp_fp2_r2_screen	13924.0	2038.0	674.0	1653.0	1153.0	202.0	217.0	44.0	3.0	0.0	47337.0	3888309.0
AeC01078_CKDL210012719-1a-AK9144-AK4234_HF5TCDSX2_L1_clmp_fp2_r1_screen	18402.0	2480.0	913.0	2116.0	1449.0	278.0	243.0	72.0	5.0	0.0	65221.0	4864192.0
AeC01078_CKDL210012719-1a-AK9144-AK4234_HF5TCDSX2_L1_clmp_fp2_r2_screen	18543.0	2573.0	949.0	1961.0	1418.0	286.0	248.0	74.0	1.0	0.0	64631.0	4864687.0
AeC01079_CKDL210012719-1a-AK3911-AK4234_HF5TCDSX2_L1_clmp_fp2_r1_screen	17627.0	2584.0	924.0	2154.0	1356.0	306.0	264.0	80.0	2.0	0.0	62731.0	4829705.0
AeC01079_CKDL210012719-1a-AK3911-AK4234_HF5TCDSX2_L1_clmp_fp2_r2_screen	17825.0	2571.0	900.0	2065.0	1330.0	282.0	266.0	54.0	5.0	0.0	62730.0	4829705.0
AeC01080_CKDL210012719-1a-5UDI245-AK4234_HF5TCDSX2_L1_clmp_fp2_r1_screen	17170.0	2418.0	702.0	2115.0	1335.0	284.0	277.0	61.0	2.0	0.0	61928.0	4553020.0
AeC01080_CKDL210012719-1a-5UDI245-AK4234_HF5TCDSX2_L1_clmp_fp2_r2_screen	17341.0	2382.0	706.0	2082.0	1234.0	263.0	270.0	70.0	2.0	0.0	61478.0	4553484.0
AeC01081_CKDL210012719-1a-AK8593-AK4234_HF5TCDSX2_L1_clmp_fp2_r1_screen	22060.0	3219.0	879.0	2611.0	1792.0	369.0	310.0	76.0	3.0	0.0	76263.0	6039920.0
AeC01081_CKDL210012719-1a-AK8593-AK4234_HF5TCDSX2_L1_clmp_fp2_r2_screen	22016.0	3113.0	929.0	2501.0	1741.0	336.0	311.0	95.0	3.0	0.0	75922.0	6040535.0
AeC01082_CKDL210012719-1a-5UDI294-AK10343_HF5TCDSX2_L1_clmp_fp2_r1_screen	10937.0	1601.0	440.0	1307.0	904.0	179.0	164.0	44.0	1.0	0.0	37260.0	3378074.0
AeC01082_CKDL210012719-1a-5UDI294-AK10343_HF5TCDSX2_L1_clmp_fp2_r2_screen	10769.0	1568.0	422.0	1273.0	922.0	191.0	174.0	50.0	4.0	0.0	37120.0	3378418.0
AeC01083_CKDL210012719-1a-AK9146-AK10343_HF5TCDSX2_L1_clmp_fp2_r1_screen	10075.0	1677.0	354.0	1062.0	832.0	155.0	169.0	47.0	1.0	0.0	38012.0	3010981.0
AeC01083_CKDL210012719-1a-AK9146-AK10343_HF5TCDSX2_L1_clmp_fp2_r2_screen	10414.0	1617.0	370.0	1108.0	756.0	178.0	154.0	56.0	0.0	0.0	38037.0	3010675.0
AeC01084_CKDL210012719-1a-AK5577-AK10343_HF5TCDSX2_L1_clmp_fp2_r1_screen	11613.0	1765.0	603.0	1389.0	978.0	168.0	184.0	103.0	1.0	1.0	40968.0	3381065.0
AeC01084_CKDL210012719-1a-AK5577-AK10343_HF5TCDSX2_L1_clmp_fp2_r2_screen	11703.0	1710.0	610.0	1369.0	962.0	160.0	158.0	58.0	2.0	0.0	41385.0	3380721.0
AeC01085_CKDL210012719-1a-5UDI301-GD06_HF5TCDSX2_L1_clmp_fp2_r1_screen	21719.0	3191.0	979.0	2649.0	1715.0	336.0	297.0	93.0	8.0	0.0	70653.0	6455773.0
AeC01085_CKDL210012719-1a-5UDI301-GD06_HF5TCDSX2_L1_clmp_fp2_r2_screen	21623.0	3084.0	984.0	2575.0	1703.0	323.0	303.0	93.0	5.0	0.0	70947.0	6455773.0
AeC01086_CKDL210012719-1a-AK7758-GD06_HF5TCDSX2_L1_clmp_fp2_r1_screen	16333.0	2372.0	682.0	1826.0	1212.0	226.0	226.0	69.0	2.0	0.0	58531.0	4683374.0
AeC01086_CKDL210012719-1a-AK7758-GD06_HF5TCDSX2_L1_clmp_fp2_r2_screen	16598.0	2357.0	702.0	1985.0	1284.0	269.0	242.0	55.0	2.0	0.0	58938.0	4682421.0
AeC01087_CKDL210012719-1a-AK7078-GD06_HF5TCDSX2_L1_clmp_fp2_r1_screen	13095.0	1902.0	615.0	1522.0	984.0	221.0	202.0	52.0	2.0	0.0	43777.0	3811661.0
AeC01087_CKDL210012719-1a-AK7078-GD06_HF5TCDSX2_L1_clmp_fp2_r2_screen	13680.0	1843.0	610.0	1497.0	945.0	194.0	187.0	45.0	2.0	0.0	43757.0	3811273.0
AeC01088_CKDL210012719-1a-AK9143-GD06_HF5TCDSX2_L1_clmp_fp2_r1_screen	14574.0	2106.0	726.0	1752.0	1207.0	228.0	205.0	63.0	3.0	1.0	51877.0	4131980.0
AeC01088_CKDL210012719-1a-AK9143-GD06_HF5TCDSX2_L1_clmp_fp2_r2_screen	14709.0	1982.0	687.0	1680.0	1073.0	247.0	207.0	59.0	1.0	0.0	52097.0	4131980.0
AeC01089_CKDL210012719-1a-5UDI225-GD06_HF5TCDSX2_L1_clmp_fp2_r1_screen	14956.0	2265.0	680.0	1811.0	1133.0	240.0	239.0	64.0	4.0	0.0	52087.0	4326421.0
AeC01089_CKDL210012719-1a-5UDI225-GD06_HF5TCDSX2_L1_clmp_fp2_r2_screen	15278.0	2275.0	669.0	1776.0	1176.0	249.0	234.0	65.0	1.0	0.0	52636.0	4325541.0
AeC01090_CKDL210012719-1a-AK9144-GD06_HF5TCDSX2_L1_clmp_fp2_r1_screen	20732.0	3005.0	858.0	2491.0	1629.0	347.0	324.0	65.0	10.0	0.0	73444.0	5743916.0
AeC01090_CKDL210012719-1a-AK9144-GD06_HF5TCDSX2_L1_clmp_fp2_r2_screen	21092.0	2974.0	848.0	2475.0	1594.0	319.0	301.0	105.0	7.0	0.0	73774.0	5743332.0
AeC01091_CKDL210012719-1a-AK3911-GD06_HF5TCDSX2_L1_clmp_fp2_r1_screen	14536.0	2224.0	727.0	1849.0	1180.0	246.0	216.0	72.0	1.0	0.0	46903.0	4586386.0
AeC01091_CKDL210012719-1a-AK3911-GD06_HF5TCDSX2_L1_clmp_fp2_r2_screen	14679.0	2233.0	686.0	1826.0	1070.0	221.0	218.0	62.0	3.0	0.0	47421.0	4585921.0
AeC01092_CKDL210012719-1a-5UDI245-GD06_HF5TCDSX2_L1_clmp_fp2_r1_screen	17056.0	2391.0	627.0	2001.0	1237.0	239.0	319.0	84.0	2.0	0.0	58480.0	4795412.0
AeC01092_CKDL210012719-1a-5UDI245-GD06_HF5TCDSX2_L1_clmp_fp2_r2_screen	17235.0	2385.0	660.0	2024.0	1227.0	227.0	244.0	74.0	3.0	0.0	58845.0	4794924.0
AeC01094_CKDL210012719-1a-5UDI294-AK4234_HF5TCDSX2_L1_clmp_fp2_r1_screen	16537.0	2409.0	737.0	1879.0	1342.0	257.0	270.0	65.0	1.0	2.0	55667.0	4689866.0
AeC01094_CKDL210012719-1a-5UDI294-AK4234_HF5TCDSX2_L1_clmp_fp2_r2_screen	16419.0	2419.0	727.0	1941.0	1260.0	272.0	281.0	78.0	6.0	0.0	55763.0	4689866.0
AeC01095_CKDL210012719-1a-AK9146-AK4234_HF5TCDSX2_L1_clmp_fp2_r1_screen	20183.0	3094.0	2207.0	2345.0	1559.0	283.0	332.0	68.0	4.0	1.0	69892.0	5453756.0
AeC01095_CKDL210012719-1a-AK9146-AK4234_HF5TCDSX2_L1_clmp_fp2_r2_screen	20309.0	2993.0	2169.0	2388.0	1635.0	327.0	352.0	82.0	3.0	0.0	70820.0	5452646.0
AeC01096_CKDL210012719-1a-AK5577-AK4234_HF5TCDSX2_L1_clmp_fp2_r1_screen	11978.0	1744.0	784.0	1443.0	926.0	168.0	200.0	50.0	2.0	0.0	41096.0	3297384.0
AeC01096_CKDL210012719-1a-AK5577-AK4234_HF5TCDSX2_L1_clmp_fp2_r2_screen	12228.0	1863.0	839.0	1411.0	882.0	176.0	183.0	61.0	3.0	0.0	41081.0	3297048.0
