
Analysis complete for Hte-ATic_001-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Started analysis of Hte-ATic_001-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:22,069] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_046-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:22,083] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_031-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:22,089] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_031-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:22,145] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_047-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:22,151] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_047-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:22,211] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_061-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:22,217] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_061-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:22,275] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_024-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:22,282] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_024-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:22,341] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_024-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:22,347] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_024-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:22,406] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_050-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:22,412] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_050-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:22,468] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_031-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:22,474] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_031-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:22,533] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_033-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:22,539] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_033-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:22,583] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_062-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:22,596] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_017-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:22,602] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_017-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:22,661] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_004-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:22,667] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_004-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:22,726] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_026-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:22,732] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_026-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:22,790] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_002-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:22,796] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_002-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:22,840] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_034-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:22,855] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_049-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:22,861] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_049-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:22,917] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_004-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:22,923] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_004-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:22,968] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_006-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:22,968] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_047-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:22,969] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:22,969] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_039-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:22,970] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_045-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:22,970] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_014-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:22,971] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_038-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:22,984] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_060-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:22,991] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_060-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:23,035] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,035] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_020-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,035] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_033-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,035] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_050-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,036] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_002-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,036] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_011-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,036] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_057-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,036] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_027-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,037] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_014-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,037] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_062-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,037] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_005-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,037] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_059-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,037] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_055-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,038] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_045-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,038] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_039-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,038] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_031-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,038] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_026-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,039] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_017-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,039] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_036-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,039] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_021-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,039] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_015-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,040] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_023-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,040] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_038-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,040] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_032-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,040] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_046-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,041] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,041] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_013-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,041] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_007-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,041] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_061-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,041] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_004-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,042] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_060-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,042] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_034-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,042] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_001-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,043] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_003-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,043] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_006-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,043] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,043] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_024-Ex1-cssl.clmp.fp2_repr.orph.fq
[2023-02-15 09:51:23,044] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_047-Ex1-cssl.clmp.fp2_repr.orph.fq
