Sample	Protists_1k	Bacteria_24k	Human	Bird	Fungi_RefSeq_release	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
SdA02039_CKDL210020579-1a-5UDI245-7UDI304_HKGLMDSX2_L2_clmp.fp2_r1_screen	6211.0	83111.0	3536.0	33.0	1678.0	21.0	7.0	78.0	0.0	0.0	113935.0	362140.0
SdA02039_CKDL210020579-1a-5UDI245-7UDI304_HKGLMDSX2_L2_clmp.fp2_r2_screen	6288.0	83265.0	3574.0	36.0	1647.0	15.0	7.0	84.0	0.0	2.0	112835.0	362997.0
SdA02041_CKDL210020579-1a-5UDI245-AK7096_HKGLMDSX2_L2_clmp.fp2_r1_screen	3695.0	49939.0	2009.0	25.0	669.0	4.0	3.0	37.0	1.0	0.0	59170.0	216110.0
SdA02041_CKDL210020579-1a-5UDI245-AK7096_HKGLMDSX2_L2_clmp.fp2_r2_screen	3620.0	50095.0	1988.0	27.0	679.0	8.0	1.0	40.0	2.0	2.0	59322.0	215878.0
SdA02044_CKDL210020579-1a-5UDI245-7UDI286_HKGLMDSX2_L2_clmp.fp2_r1_screen	6072.0	94565.0	4293.0	31.0	733.0	26.0	2.0	63.0	0.0	2.0	97771.0	379200.0
SdA02044_CKDL210020579-1a-5UDI245-7UDI286_HKGLMDSX2_L2_clmp.fp2_r2_screen	6007.0	94501.0	4245.0	28.0	752.0	24.0	1.0	72.0	0.0	1.0	97461.0	379666.0
SdA02045_CKDL210020579-1a-AK9144-AK7533_HKGLMDSX2_L2_clmp.fp2_r1_screen	9576.0	153329.0	5661.0	43.0	1034.0	19.0	4.0	68.0	11.0	0.0	165637.0	537552.0
SdA02045_CKDL210020579-1a-AK9144-AK7533_HKGLMDSX2_L2_clmp.fp2_r2_screen	9551.0	152790.0	5680.0	36.0	980.0	19.0	11.0	76.0	1.0	1.0	164665.0	539124.0
SdA02046_CKDL210020579-1a-5UDI225-7UDI304_HKGLMDSX2_L2_clmp.fp2_r1_screen	17623.0	142605.0	16011.0	446.0	3177.0	166.0	52.0	103.0	16.0	5.0	1949833.0	732531.0
SdA02046_CKDL210020579-1a-5UDI225-7UDI304_HKGLMDSX2_L2_clmp.fp2_r2_screen	18062.0	142133.0	15988.0	445.0	3095.0	147.0	48.0	108.0	2.0	3.0	1948575.0	733962.0
SdA02047_CKDL210020579-1a-5UDI245-AK7533_HKGLMDSX2_L2_clmp.fp2_r1_screen	4280.0	67843.0	2925.0	22.0	763.0	9.0	2.0	31.0	0.0	1.0	65769.0	256792.0
SdA02047_CKDL210020579-1a-5UDI245-AK7533_HKGLMDSX2_L2_clmp.fp2_r2_screen	4292.0	67505.0	2861.0	18.0	748.0	8.0	2.0	61.0	0.0	4.0	65986.0	256952.0
SdA02048_CKDL210020579-1a-5UDI245-AK7549_HKGLMDSX2_L2_clmp.fp2_r1_screen	9589.0	133927.0	48631.0	26.0	1164.0	21.0	11.0	129.0	1.0	4.0	180006.0	584697.0
SdA02048_CKDL210020579-1a-5UDI245-AK7549_HKGLMDSX2_L2_clmp.fp2_r2_screen	9604.0	132949.0	48461.0	22.0	1122.0	17.0	2.0	148.0	1.0	5.0	178112.0	587763.0
SdA02049_CKDL210020579-1a-AK7078-GD07_HKGLMDSX2_L2_clmp.fp2_r1_screen	15649.0	54614.0	5601.0	704.0	2859.0	225.0	114.0	146.0	4.0	0.0	4978095.0	559504.0
SdA02049_CKDL210020579-1a-AK7078-GD07_HKGLMDSX2_L2_clmp.fp2_r2_screen	17140.0	54397.0	5728.0	647.0	2928.0	210.0	96.0	157.0	6.0	0.0	4970523.0	565683.0
SdA02050_CKDL210020579-1a-5UDI301-AK7533_HKGLMDSX2_L2_clmp.fp2_r1_screen	17596.0	65784.0	9377.0	910.0	1544.0	223.0	83.0	158.0	15.0	0.0	4895232.0	653640.0
SdA02050_CKDL210020579-1a-5UDI301-AK7533_HKGLMDSX2_L2_clmp.fp2_r2_screen	19134.0	65187.0	9513.0	801.0	1529.0	223.0	84.0	132.0	3.0	4.0	4890925.0	657027.0
SdA02051_CKDL210020579-1a-5UDI225-AK7096_HKGLMDSX2_L2_clmp.fp2_r1_screen	10716.0	72446.0	38165.0	331.0	927.0	90.0	40.0	103.0	0.0	4.0	3744379.0	356017.0
SdA02051_CKDL210020579-1a-5UDI225-AK7096_HKGLMDSX2_L2_clmp.fp2_r2_screen	11798.0	71659.0	38155.0	321.0	976.0	79.0	29.0	104.0	4.0	3.0	3741539.0	358551.0
SdA02052_CKDL210020579-1a-AK9143-7UDI304_HKGLMDSX2_L2_clmp.fp2_r1_screen	17967.0	53819.0	14561.0	773.0	1581.0	259.0	135.0	116.0	0.0	3.0	3066795.0	815312.0
SdA02052_CKDL210020579-1a-AK9143-7UDI304_HKGLMDSX2_L2_clmp.fp2_r2_screen	19048.0	53434.0	14592.0	764.0	1565.0	218.0	128.0	110.0	2.0	11.0	3064152.0	817297.0
SdA02053_CKDL210020579-1a-5UDI301-AK7549_HKGLMDSX2_L2_clmp.fp2_r1_screen	16698.0	62758.0	6405.0	649.0	1531.0	248.0	79.0	122.0	7.0	0.0	4327069.0	659797.0
SdA02053_CKDL210020579-1a-5UDI301-AK7549_HKGLMDSX2_L2_clmp.fp2_r2_screen	18126.0	61863.0	6382.0	625.0	1464.0	189.0	82.0	90.0	2.0	3.0	4323188.0	663349.0
SdA02054_CKDL210020579-1a-AK7758-7UDI286_HKGLMDSX2_L2_clmp.fp2_r1_screen	14787.0	80374.0	8371.0	469.0	1643.0	147.0	61.0	146.0	0.0	0.0	4893091.0	488987.0
SdA02054_CKDL210020579-1a-AK7758-7UDI286_HKGLMDSX2_L2_clmp.fp2_r2_screen	15766.0	80279.0	8461.0	462.0	1692.0	155.0	61.0	156.0	1.0	0.0	4890958.0	490085.0
SdA02055_CKDL210020579-1a-5UDI301-AK845_HKGLMDSX2_L2_clmp.fp2_r1_screen	15782.0	47863.0	3759.0	676.0	1202.0	230.0	83.0	91.0	5.0	4.0	3684147.0	572854.0
SdA02055_CKDL210020579-1a-5UDI301-AK845_HKGLMDSX2_L2_clmp.fp2_r2_screen	17024.0	47395.0	3795.0	670.0	1156.0	208.0	79.0	69.0	9.0	1.0	3680840.0	575450.0
SdA02056_CKDL210020579-1a-5UDI225-7UDI286_HKGLMDSX2_L2_clmp.fp2_r1_screen	10808.0	87408.0	6866.0	249.0	2394.0	89.0	37.0	170.0	4.0	2.0	2215412.0	470499.0
SdA02056_CKDL210020579-1a-5UDI225-7UDI286_HKGLMDSX2_L2_clmp.fp2_r2_screen	11330.0	87146.0	6879.0	257.0	2398.0	94.0	40.0	160.0	4.0	4.0	2214569.0	471057.0
SdA02057_CKDL210020579-1a-5UDI225-AK7533_HKGLMDSX2_L2_clmp.fp2_r1_screen	3228.0	32612.0	4240.0	52.0	329.0	20.0	5.0	27.0	0.0	0.0	1250894.0	105312.0
SdA02057_CKDL210020579-1a-5UDI225-AK7533_HKGLMDSX2_L2_clmp.fp2_r2_screen	3487.0	32301.0	4216.0	42.0	341.0	12.0	1.0	33.0	5.0	0.0	1250131.0	106150.0
SdA02058_CKDL210020579-1a-5UDI301-AK7099_HKGLMDSX2_L2_clmp.fp2_r1_screen	13322.0	19323.0	2113.0	630.0	904.0	173.0	85.0	57.0	7.0	0.0	4618846.0	404272.0
SdA02058_CKDL210020579-1a-5UDI301-AK7099_HKGLMDSX2_L2_clmp.fp2_r2_screen	14833.0	19172.0	2073.0	622.0	927.0	131.0	86.0	63.0	1.0	0.0	4614516.0	407308.0
SdA02059_CKDL210020579-1a-5UDI225-AK7549_HKGLMDSX2_L2_clmp.fp2_r1_screen	9612.0	49713.0	2896.0	319.0	833.0	111.0	60.0	42.0	5.0	1.0	3391769.0	227607.0
SdA02059_CKDL210020579-1a-5UDI225-AK7549_HKGLMDSX2_L2_clmp.fp2_r2_screen	10523.0	49302.0	2925.0	323.0	846.0	124.0	67.0	63.0	1.0	3.0	3388974.0	229817.0
SdA02060_CKDL210020579-1a-AK7758-AK7533_HKGLMDSX2_L2_clmp.fp2_r1_screen	15864.0	77021.0	114999.0	472.0	1108.0	172.0	68.0	94.0	2.0	0.0	4969628.0	400048.0
SdA02060_CKDL210020579-1a-AK7758-AK7533_HKGLMDSX2_L2_clmp.fp2_r2_screen	17380.0	76821.0	114170.0	478.0	1187.0	181.0	54.0	107.0	7.0	2.0	4966809.0	402280.0
SdA02061_CKDL210020579-1a-5UDI301-GD07_HKGLMDSX2_L2_clmp.fp2_r1_screen	28483.0	34555.0	6028.0	757.0	2163.0	348.0	119.0	104.0	11.0	1.0	5596533.0	551793.0
SdA02061_CKDL210020579-1a-5UDI301-GD07_HKGLMDSX2_L2_clmp.fp2_r2_screen	31104.0	34388.0	6057.0	800.0	2036.0	339.0	127.0	81.0	7.0	5.0	5584205.0	561746.0
SdA02062_CKDL210020579-1a-5UDI225-AK845_HKGLMDSX2_L2_clmp.fp2_r1_screen	11468.0	179766.0	12024.0	72.0	2481.0	26.0	9.0	101.0	1.0	1.0	367734.0	635087.0
SdA02062_CKDL210020579-1a-5UDI225-AK845_HKGLMDSX2_L2_clmp.fp2_r2_screen	11516.0	179920.0	11903.0	73.0	2447.0	25.0	11.0	80.0	1.0	1.0	366497.0	636296.0
SdA02063_CKDL210020579-1a-5UDI225-AK7099_HKGLMDSX2_L2_clmp.fp2_r1_screen	11246.0	98076.0	27604.0	214.0	1558.0	110.0	30.0	311.0	1.0	1.0	3102886.0	346271.0
SdA02063_CKDL210020579-1a-5UDI225-AK7099_HKGLMDSX2_L2_clmp.fp2_r2_screen	11921.0	97643.0	27382.0	221.0	1592.0	90.0	43.0	318.0	3.0	1.0	3101387.0	347707.0
SdA02064_CKDL210020579-1a-AK7758-7UDI304_HKGLMDSX2_L2_clmp.fp2_r1_screen	24912.0	160410.0	16308.0	485.0	2148.0	253.0	83.0	232.0	8.0	7.0	5264276.0	797776.0
SdA02064_CKDL210020579-1a-AK7758-7UDI304_HKGLMDSX2_L2_clmp.fp2_r2_screen	26623.0	160173.0	16404.0	526.0	2251.0	224.0	100.0	242.0	2.0	13.0	5260684.0	799656.0
SdA02065_CKDL210020579-1a-5UDI225-GD07_HKGLMDSX2_L2_clmp.fp2_r1_screen	11517.0	159376.0	12119.0	62.0	1839.0	34.0	17.0	165.0	4.0	1.0	665393.0	578689.0
SdA02065_CKDL210020579-1a-5UDI225-GD07_HKGLMDSX2_L2_clmp.fp2_r2_screen	11622.0	159141.0	11948.0	71.0	1821.0	36.0	8.0	158.0	2.0	5.0	664000.0	580404.0
SdC01001_CKDL210020579-1a-AK3905-AK4997_HKGLMDSX2_L2_clmp.fp2_r1_screen	28681.0	603.0	3956.0	5049.0	2285.0	863.0	448.0	169.0	8.0	0.0	350071.0	2592136.0
SdC01001_CKDL210020579-1a-AK3905-AK4997_HKGLMDSX2_L2_clmp.fp2_r2_screen	29986.0	695.0	3614.0	4803.0	2196.0	884.0	450.0	185.0	10.0	0.0	354384.0	2587062.0
SdC01002_CKDL210020579-1a-AK3905-7UDI243_HKGLMDSX2_L2_clmp.fp2_r1_screen	79212.0	1576.0	9820.0	16955.0	5713.0	2008.0	1299.0	444.0	28.0	0.0	812711.0	5911773.0
SdC01002_CKDL210020579-1a-AK3905-7UDI243_HKGLMDSX2_L2_clmp.fp2_r2_screen	80157.0	1640.0	9780.0	16627.0	5598.0	1999.0	1197.0	443.0	23.0	0.0	825301.0	5898774.0
SdC01003_CKDL210020579-1a-AK7759-7UDI298_HKGLMDSX2_L2_clmp.fp2_r1_screen	44347.0	4839.0	5232.0	6973.0	3252.0	1204.0	726.0	318.0	9.0	0.0	445037.0	3195060.0
SdC01003_CKDL210020579-1a-AK7759-7UDI298_HKGLMDSX2_L2_clmp.fp2_r2_screen	44279.0	4765.0	4953.0	6655.0	3107.0	1205.0	688.0	305.0	7.0	0.0	454499.0	3186534.0
SdC01004_CKDL210020579-1a-AK9142-AK9148_HKGLMDSX2_L2_clmp.fp2_r1_screen	14799.0	998.0	1843.0	2671.0	1069.0	429.0	218.0	75.0	7.0	0.0	171708.0	968151.0
SdC01004_CKDL210020579-1a-AK9142-AK9148_HKGLMDSX2_L2_clmp.fp2_r2_screen	15141.0	980.0	1784.0	2441.0	1027.0	394.0	208.0	84.0	4.0	0.0	174194.0	965711.0
SdC01005_CKDL210020579-1a-AK7761-AK9148_HKGLMDSX2_L2_clmp.fp2_r1_screen	40524.0	3845.0	9468.0	6938.0	2967.0	927.0	460.0	199.0	8.0	0.0	381757.0	2539499.0
SdC01005_CKDL210020579-1a-AK7761-AK9148_HKGLMDSX2_L2_clmp.fp2_r2_screen	41335.0	3701.0	9104.0	6809.0	2567.0	917.0	461.0	174.0	10.0	0.0	390378.0	2531136.0
SdC01006_CKDL210020579-1a-AK6881-AK8544_HKGLMDSX2_L2_clmp.fp2_r1_screen	40821.0	3640.0	5183.0	8435.0	3591.0	1129.0	629.0	321.0	26.0	0.0	435039.0	2960366.0
SdC01006_CKDL210020579-1a-AK6881-AK8544_HKGLMDSX2_L2_clmp.fp2_r2_screen	40827.0	3710.0	5308.0	7979.0	3445.0	1020.0	638.0	263.0	21.0	0.0	444251.0	2951718.0
SdC01007_CKDL210020579-1a-AK9142-7UDI298_HKGLMDSX2_L2_clmp.fp2_r1_screen	43423.0	2371.0	5232.0	5563.0	3392.0	1154.0	609.0	274.0	12.0	0.0	429229.0	2821338.0
SdC01007_CKDL210020579-1a-AK9142-7UDI298_HKGLMDSX2_L2_clmp.fp2_r2_screen	43385.0	2432.0	4830.0	5480.0	3494.0	1114.0	604.0	307.0	15.0	1.0	435228.0	2815707.0
SdC01008_CKDL210020579-1a-AK6881-7UDI227_HKGLMDSX2_L2_clmp.fp2_r1_screen	84922.0	13204.0	11123.0	16584.0	7902.0	2302.0	1372.0	705.0	28.0	0.0	935393.0	6340380.0
SdC01008_CKDL210020579-1a-AK6881-7UDI227_HKGLMDSX2_L2_clmp.fp2_r2_screen	85500.0	13160.0	10653.0	15860.0	7616.0	2125.0	1299.0	679.0	32.0	0.0	961819.0	6315172.0
SdC01009_CKDL210020579-1a-AK7010-AK8544_HKGLMDSX2_L2_clmp.fp2_r1_screen	84591.0	8020.0	8926.0	9760.0	5677.0	1820.0	1032.0	361.0	16.0	0.0	623151.0	5005704.0
SdC01009_CKDL210020579-1a-AK7010-AK8544_HKGLMDSX2_L2_clmp.fp2_r2_screen	85263.0	7906.0	8762.0	9128.0	5767.0	1775.0	877.0	385.0	14.0	0.0	646473.0	4982708.0
SdC01010_CKDL210020579-1a-5UDI298-AK892_HKGLMDSX2_L2_clmp.fp2_r1_screen	69086.0	2680.0	9034.0	10651.0	5628.0	1818.0	1112.0	414.0	21.0	0.0	690886.0	5145122.0
SdC01010_CKDL210020579-1a-5UDI298-AK892_HKGLMDSX2_L2_clmp.fp2_r2_screen	70677.0	2771.0	8789.0	10240.0	5521.0	1880.0	1129.0	479.0	23.0	0.0	705255.0	5129688.0
SdC01011_CKDL210020579-1a-AK3905-AK33_HKGLMDSX2_L2_clmp.fp2_r1_screen	97783.0	1562.0	11635.0	11843.0	7244.0	2707.0	1321.0	521.0	38.0	0.0	997338.0	6767463.0
SdC01011_CKDL210020579-1a-AK3905-AK33_HKGLMDSX2_L2_clmp.fp2_r2_screen	98340.0	1571.0	10957.0	11392.0	6991.0	2437.0	1266.0	604.0	32.0	1.0	1018940.0	6746924.0
SdC01012_CKDL210020579-1a-AK8587-7UDI298_HKGLMDSX2_L2_clmp.fp2_r1_screen	59254.0	125615.0	6326.0	7804.0	3944.0	1500.0	776.0	419.0	17.0	1.0	588482.0	3571652.0
SdC01012_CKDL210020579-1a-AK8587-7UDI298_HKGLMDSX2_L2_clmp.fp2_r2_screen	59142.0	124154.0	6298.0	7757.0	3961.0	1474.0	772.0	288.0	9.0	0.0	599451.0	3562484.0
SdC01013_CKDL210020579-1a-AK9141-AK9148_HKGLMDSX2_L2_clmp.fp2_r1_screen	51050.0	879.0	6336.0	8166.0	3949.0	1322.0	796.0	276.0	17.0	0.0	555417.0	3633712.0
SdC01013_CKDL210020579-1a-AK9141-AK9148_HKGLMDSX2_L2_clmp.fp2_r2_screen	51500.0	954.0	6227.0	8330.0	3930.0	1254.0	763.0	296.0	21.0	0.0	566013.0	3622632.0
SdC01014_CKDL210020579-1a-AK6260-AK892_HKGLMDSX2_L2_clmp.fp2_r1_screen	86780.0	5373.0	10183.0	13544.0	6263.0	2210.0	1161.0	462.0	24.0	0.0	822291.0	5551303.0
SdC01014_CKDL210020579-1a-AK6260-AK892_HKGLMDSX2_L2_clmp.fp2_r2_screen	88078.0	5362.0	9559.0	12983.0	6363.0	2000.0	1156.0	491.0	21.0	0.0	835277.0	5538304.0
SdC01015_CKDL210020579-1a-AK6260-AK8544_HKGLMDSX2_L2_clmp.fp2_r1_screen	75314.0	35352.0	7651.0	8533.0	5083.0	1849.0	1011.0	1309.0	18.0	0.0	716377.0	4462320.0
SdC01015_CKDL210020579-1a-AK6260-AK8544_HKGLMDSX2_L2_clmp.fp2_r2_screen	76341.0	33779.0	7381.0	8174.0	4778.0	1626.0	968.0	1182.0	16.0	0.0	729945.0	4450627.0
SdC01016_CKDL210020579-1a-AK8587-AK33_HKGLMDSX2_L2_clmp.fp2_r1_screen	59698.0	251139.0	7409.0	8944.0	4524.0	1461.0	784.0	340.0	15.0	0.0	696262.0	3407735.0
SdC01016_CKDL210020579-1a-AK8587-AK33_HKGLMDSX2_L2_clmp.fp2_r2_screen	60218.0	247607.0	6705.0	8721.0	4377.0	1484.0	711.0	353.0	17.0	0.0	709260.0	3398858.0
SdC01017_CKDL210020579-1a-AK7759-7UDI227_HKGLMDSX2_L2_clmp.fp2_r1_screen	80157.0	202668.0	9597.0	12478.0	6205.0	2187.0	1114.0	497.0	19.0	0.0	874513.0	5349514.0
SdC01017_CKDL210020579-1a-AK7759-7UDI227_HKGLMDSX2_L2_clmp.fp2_r2_screen	82840.0	199315.0	9249.0	11781.0	6053.0	2101.0	1042.0	492.0	26.0	0.0	888960.0	5337090.0
SdC01018_CKDL210020579-1a-AK8587-AK9148_HKGLMDSX2_L2_clmp.fp2_r1_screen	20126.0	1156.0	2412.0	3474.0	1527.0	513.0	310.0	139.0	7.0	0.0	228577.0	1258147.0
SdC01018_CKDL210020579-1a-AK8587-AK9148_HKGLMDSX2_L2_clmp.fp2_r2_screen	19741.0	1192.0	2291.0	3208.0	1374.0	447.0	273.0	132.0	1.0	0.0	234738.0	1252991.0
SdC01020_CKDL210020579-1a-AK6881-7UDI243_HKGLMDSX2_L2_clmp.fp2_r1_screen	23626.0	18066.0	3068.0	3934.0	2136.0	705.0	328.0	187.0	15.0	0.0	313046.0	1461355.0
SdC01020_CKDL210020579-1a-AK6881-7UDI243_HKGLMDSX2_L2_clmp.fp2_r2_screen	24282.0	17808.0	2936.0	3617.0	2119.0	679.0	302.0	135.0	0.0	0.0	314329.0	1460259.0
SdC01021_CKDL210020579-1a-AK9141-AK8544_HKGLMDSX2_L2_clmp.fp2_r1_screen	62343.0	1631.0	7772.0	6086.0	4795.0	1536.0	1001.0	340.0	12.0	0.0	617429.0	4134939.0
SdC01021_CKDL210020579-1a-AK9141-AK8544_HKGLMDSX2_L2_clmp.fp2_r2_screen	64015.0	1649.0	7062.0	5615.0	4473.0	1499.0	928.0	377.0	13.0	0.0	629893.0	4122360.0
SdC01022_CKDL210020579-1a-AK6260-7UDI298_HKGLMDSX2_L2_clmp.fp2_r1_screen	42391.0	5778.0	5439.0	7332.0	3425.0	1167.0	466.0	279.0	21.0	0.0	472371.0	2663880.0
SdC01022_CKDL210020579-1a-AK6260-7UDI298_HKGLMDSX2_L2_clmp.fp2_r2_screen	42742.0	5635.0	5068.0	6518.0	3209.0	1048.0	549.0	247.0	26.0	0.0	483555.0	2653952.0
SdC01023_CKDL210020579-1a-AK6260-7UDI227_HKGLMDSX2_L2_clmp.fp2_r1_screen	83364.0	1643.0	9365.0	8308.0	5722.0	1990.0	1094.0	490.0	18.0	0.0	700203.0	5064768.0
SdC01023_CKDL210020579-1a-AK6260-7UDI227_HKGLMDSX2_L2_clmp.fp2_r2_screen	82920.0	1641.0	8997.0	7956.0	5685.0	1835.0	1066.0	404.0	25.0	1.0	713421.0	5053014.0
SdC01024_CKDL210020579-1a-AK7761-AK33_HKGLMDSX2_L2_clmp.fp2_r1_screen	80234.0	1511.0	10731.0	11221.0	5981.0	2046.0	1085.0	425.0	16.0	0.0	769315.0	5233612.0
SdC01024_CKDL210020579-1a-AK7761-AK33_HKGLMDSX2_L2_clmp.fp2_r2_screen	80667.0	1450.0	9848.0	10651.0	5532.0	1840.0	938.0	392.0	19.0	0.0	788353.0	5216487.0
SdC01025_CKDL210020579-1a-AK9141-AK33_HKGLMDSX2_L2_clmp.fp2_r1_screen	39138.0	2198.0	5265.0	6341.0	2938.0	901.0	609.0	257.0	17.0	0.0	426467.0	2466087.0
SdC01025_CKDL210020579-1a-AK9141-AK33_HKGLMDSX2_L2_clmp.fp2_r2_screen	38417.0	2132.0	4763.0	5965.0	3030.0	965.0	551.0	221.0	16.0	1.0	431316.0	2462841.0
SdC01026_CKDL210020579-1a-AK9142-7UDI227_HKGLMDSX2_L2_clmp.fp2_r1_screen	3728.0	1749.0	436.0	652.0	311.0	84.0	46.0	34.0	0.0	0.0	45072.0	212412.0
SdC01026_CKDL210020579-1a-AK9142-7UDI227_HKGLMDSX2_L2_clmp.fp2_r2_screen	3834.0	1576.0	420.0	676.0	307.0	94.0	41.0	46.0	1.0	0.0	45699.0	211830.0
SdC01027_CKDL210020579-1a-AK8410-7UDI298_HKGLMDSX2_L2_clmp.fp2_r1_screen	52539.0	339075.0	6115.0	10748.0	4264.0	1134.0	729.0	317.0	12.0	0.0	533740.0	3168828.0
SdC01027_CKDL210020579-1a-AK8410-7UDI298_HKGLMDSX2_L2_clmp.fp2_r2_screen	52532.0	335069.0	6012.0	10228.0	3776.0	1199.0	626.0	287.0	12.0	0.0	538520.0	3169240.0
SdC01028_CKDL210020579-1a-AK8410-7UDI227_HKGLMDSX2_L2_clmp.fp2_r1_screen	44176.0	191381.0	4809.0	5727.0	2805.0	912.0	542.0	1022.0	9.0	0.0	481211.0	2202476.0
SdC01028_CKDL210020579-1a-AK8410-7UDI227_HKGLMDSX2_L2_clmp.fp2_r2_screen	44680.0	188143.0	4274.0	6029.0	2683.0	863.0	543.0	1103.0	8.0	0.0	487203.0	2199541.0
SdC01029_CKDL210020579-1a-AK8410-AK8544_HKGLMDSX2_L2_clmp.fp2_r1_screen	74918.0	470964.0	7865.0	14315.0	5269.0	1807.0	903.0	412.0	19.0	0.0	780034.0	4475420.0
SdC01029_CKDL210020579-1a-AK8410-AK8544_HKGLMDSX2_L2_clmp.fp2_r2_screen	75518.0	465461.0	7665.0	14123.0	5027.0	1760.0	885.0	364.0	22.0	0.0	797345.0	4463756.0
SdC01030_CKDL210020579-1a-AK7759-AK9148_HKGLMDSX2_L2_clmp.fp2_r1_screen	14991.0	55755.0	2316.0	2668.0	1143.0	490.0	212.0	128.0	6.0	0.0	237624.0	875949.0
SdC01030_CKDL210020579-1a-AK7759-AK9148_HKGLMDSX2_L2_clmp.fp2_r2_screen	15793.0	54759.0	2128.0	2517.0	1144.0	466.0	252.0	113.0	11.0	0.0	239937.0	874162.0
SdC01031_CKDL210020579-1a-AK9142-AK33_HKGLMDSX2_L2_clmp.fp2_r1_screen	109915.0	5872.0	14103.0	14733.0	8590.0	2661.0	1526.0	725.0	30.0	0.0	1028473.0	7532166.0
SdC01031_CKDL210020579-1a-AK9142-AK33_HKGLMDSX2_L2_clmp.fp2_r2_screen	111085.0	5799.0	13634.0	14029.0	8347.0	2552.0	1550.0	688.0	33.0	0.0	1053324.0	7507753.0
SdC01032_CKDL210020579-1a-AK6260-AK4997_HKGLMDSX2_L2_clmp.fp2_r1_screen	58279.0	897.0	6300.0	6351.0	4159.0	1574.0	767.0	323.0	14.0	0.0	658866.0	3359854.0
SdC01032_CKDL210020579-1a-AK6260-AK4997_HKGLMDSX2_L2_clmp.fp2_r2_screen	59168.0	925.0	6071.0	5924.0	4079.0	1569.0	765.0	279.0	24.0	0.0	666920.0	3351660.0
SdC01033_CKDL210020579-1a-AK9141-AK892_HKGLMDSX2_L2_clmp.fp2_r1_screen	58601.0	1630.0	39467.0	5981.0	4418.0	1411.0	746.0	336.0	8.0	0.0	567938.0	3676288.0
SdC01033_CKDL210020579-1a-AK9141-AK892_HKGLMDSX2_L2_clmp.fp2_r2_screen	58841.0	1561.0	38905.0	5408.0	4248.0	1416.0	693.0	348.0	17.0	0.0	577813.0	3667574.0
SdC01034_CKDL210020579-1a-AK6260-AK33_HKGLMDSX2_L2_clmp.fp2_r1_screen	93702.0	10188.0	10959.0	14410.0	7590.0	2487.0	1464.0	632.0	37.0	0.0	880121.0	6694345.0
SdC01034_CKDL210020579-1a-AK6260-AK33_HKGLMDSX2_L2_clmp.fp2_r2_screen	95730.0	9978.0	10532.0	13522.0	7226.0	2300.0	1567.0	632.0	15.0	0.0	900150.0	6674283.0
SdC01035_CKDL210020579-1a-AK7759-AK4997_HKGLMDSX2_L2_clmp.fp2_r1_screen	29313.0	2086.0	4123.0	7217.0	2559.0	879.0	522.0	253.0	7.0	0.0	367763.0	2109449.0
SdC01035_CKDL210020579-1a-AK7759-AK4997_HKGLMDSX2_L2_clmp.fp2_r2_screen	29546.0	2142.0	3981.0	6455.0	2445.0	891.0	519.0	211.0	12.0	0.0	373821.0	2104148.0
SdC01036_CKDL210020579-1a-AK7010-AK892_HKGLMDSX2_L2_clmp.fp2_r1_screen	28080.0	924.0	3063.0	3036.0	2128.0	722.0	397.0	209.0	11.0	0.0	313238.0	1592956.0
SdC01036_CKDL210020579-1a-AK7010-AK892_HKGLMDSX2_L2_clmp.fp2_r2_screen	28472.0	953.0	2957.0	2675.0	2020.0	712.0	340.0	178.0	15.0	0.0	317570.0	1588872.0
SdC01037_CKDL210020579-1a-AK9142-AK892_HKGLMDSX2_L2_clmp.fp2_r1_screen	23026.0	1398.0	2983.0	3747.0	1867.0	703.0	463.0	201.0	11.0	0.0	345257.0	1759251.0
SdC01037_CKDL210020579-1a-AK9142-AK892_HKGLMDSX2_L2_clmp.fp2_r2_screen	23929.0	1445.0	3080.0	3462.0	1959.0	718.0	491.0	180.0	13.0	0.0	348443.0	1755187.0
SdC01038_CKDL210020579-1a-AK7010-7UDI227_HKGLMDSX2_L2_clmp.fp2_r1_screen	58263.0	1070.0	6061.0	5721.0	4171.0	1241.0	647.0	275.0	9.0	0.0	401238.0	3192282.0
SdC01038_CKDL210020579-1a-AK7010-7UDI227_HKGLMDSX2_L2_clmp.fp2_r2_screen	57956.0	1091.0	5699.0	5446.0	4127.0	1200.0	641.0	312.0	16.0	0.0	415791.0	3178699.0
SdC01039_CKDL210020579-1a-AK6260-7UDI243_HKGLMDSX2_L2_clmp.fp2_r1_screen	11212.0	1545.0	1355.0	1675.0	830.0	278.0	98.0	82.0	3.0	1.0	153645.0	628542.0
SdC01039_CKDL210020579-1a-AK6260-7UDI243_HKGLMDSX2_L2_clmp.fp2_r2_screen	11730.0	1577.0	1235.0	1665.0	832.0	274.0	137.0	72.0	8.0	0.0	154473.0	627263.0
SdC01040_CKDL210020579-1a-AK7761-7UDI227_HKGLMDSX2_L2_clmp.fp2_r1_screen	113184.0	5487.0	13108.0	19572.0	8313.0	2929.0	1605.0	812.0	42.0	0.0	1148388.0	6759331.0
SdC01040_CKDL210020579-1a-AK7761-7UDI227_HKGLMDSX2_L2_clmp.fp2_r2_screen	113779.0	5484.0	12637.0	18707.0	7956.0	2683.0	1607.0	721.0	46.0	0.0	1174039.0	6735112.0
